country,customer_id,boxes_taken,activation_channel,state,recipe_score_count,recipe_score_freq,app_uses,app_store
AU,2042,15,C,N,55,0,75,google
AU,2043,140,C,C,75,0.333333333,15,itunes
AU,2044,20,C,N,60,0,5,itunes
AU,2045,30,A,C,45,0.333333333,15,itunes
AU,2046,45,F,N,75,0,20,itunes
AU,2047,175,C,N,50,0,0,itunes
AU,2048,35,C,T,60,0,75,itunes
AU,2049,225,B,N,65,0,30,itunes
AU,2050,50,C,W,75,0,60,itunes
AU,2051,45,A,N,70,0,0,
AU,2052,30,C,L,65,0,30,google
AU,2053,235,A,C,45,0,10,itunes
AU,2054,20,F,L,45,0,10,itunes
AU,2055,25,C,L,45,0,0,
AU,2056,20,C,A,55,0,20,itunes
AU,2057,45,C,C,60,0.333333333,20,itunes
AU,2058,105,C,L,45,0,20,itunes
AU,2059,90,C,N,60,0,25,itunes
AU,2060,65,G,N,45,0,0,
AU,2061,20,F,W,45,0,45,itunes
AU,2062,135,F,N,45,0,15,itunes
AU,2063,70,A,N,75,0,60,itunes
AU,2064,140,A,N,45,0,20,google
AU,2065,40,B,N,45,0,30,itunes
AU,2066,20,C,N,45,0.333333333,20,itunes
AU,2067,60,F,S,45,0,25,google
AU,2068,80,F,L,45,0,25,itunes
AU,2069,15,C,W,60,0.333333333,25,itunes
AU,2070,180,D,W,45,1,25,itunes
AU,2071,15,C,L,50,0,20,google
AU,2072,25,C,L,60,0,0,
AU,2073,35,E,L,55,0,30,google
AU,2074,35,F,C,45,0,35,itunes
AU,2075,130,A,L,45,0.333333333,5,itunes
AU,2076,25,C,C,55,0,20,itunes
AU,2077,30,C,C,75,0,30,itunes
AU,2078,15,F,C,45,0,55,itunes
AU,2079,70,B,L,45,0.111111111,25,itunes
AU,2080,25,A,C,60,0,25,google
AU,2081,70,A,C,75,0,60,itunes
AU,2082,15,F,W,60,0.25,35,itunes
AU,2083,15,C,C,50,0,20,google
AU,2084,25,C,C,45,0,40,itunes
AU,2085,80,A,N,60,0,25,itunes
AU,2086,35,C,L,60,0,15,itunes
AU,2087,35,C,C,45,0,5,itunes
AU,2088,15,A,N,45,0,45,itunes
AU,2089,205,A,T,75,0,30,itunes
AU,2090,50,G,N,45,0,10,itunes
AU,2091,30,G,C,45,0,20,google
AU,2092,30,C,L,75,0.133333333,25,itunes
AU,2093,15,D,N,45,1,35,itunes
AU,2094,105,A,N,75,0.2,20,itunes
AU,2095,35,C,L,65,0,15,itunes
AU,2096,30,A,C,50,0,45,itunes
AU,2097,15,F,C,75,0.2,55,itunes
AU,2098,30,F,N,75,0,25,itunes
AU,2099,25,F,C,75,0,20,itunes
AU,2100,30,C,T,60,0,45,itunes
AU,2101,60,C,N,75,0,10,google
AU,2102,25,A,L,75,0.066666667,20,itunes
AU,2103,80,A,L,75,0,25,itunes
AU,2104,20,B,C,55,0,75,itunes
AU,2105,115,A,N,45,0,15,itunes
AU,2106,30,C,N,65,0,40,itunes
AU,2107,25,F,W,50,0,15,itunes
AU,2108,20,A,W,60,0,20,itunes
AU,2109,15,C,C,55,0.454545455,15,itunes
AU,2110,15,C,C,75,0,45,itunes
AU,2111,45,C,W,65,0.384615385,15,itunes
AU,2112,100,B,N,45,0,25,itunes
AU,2113,240,C,L,45,0,0,
AU,2114,50,F,S,45,0,130,itunes
AU,2115,35,B,S,60,0,25,itunes
AU,2116,20,C,C,60,0,35,itunes
AU,2117,25,F,N,75,0,20,google
AU,2118,20,G,N,65,0,25,itunes
AU,2119,55,C,N,65,0,65,itunes
AU,2120,55,E,S,75,0.266666667,0,
AU,2121,15,C,L,45,0,20,itunes
AU,2122,30,C,S,60,0.5,20,itunes
AU,2123,50,A,L,75,0,30,itunes
AU,2124,15,C,C,45,0,0,
AU,2125,115,A,L,75,0,35,itunes
AU,2126,50,B,L,75,0,65,itunes
AU,2127,60,A,W,55,0,0,itunes
AU,2128,20,F,C,60,0,30,itunes
AU,2129,65,F,S,75,0,0,itunes
AU,2130,20,A,T,45,0,35,itunes
AU,2131,35,C,C,45,0,5,google
AU,2132,60,C,L,55,0,35,itunes
AU,2133,20,C,L,50,0,90,itunes
AU,2134,165,E,L,75,0.733333333,20,itunes
AU,2135,20,C,N,75,0.2,40,itunes
AU,2136,15,C,N,60,0,60,itunes
AU,2137,15,C,L,65,0,55,google
AU,2138,15,C,C,45,0,5,itunes
AU,2139,95,F,L,75,0,10,itunes
AU,2140,15,A,N,45,0,25,itunes
AU,2141,110,C,N,45,0.444444444,20,google
AU,2142,15,B,L,55,0,10,itunes
AU,2143,35,C,L,50,0.4,40,itunes
AU,2144,35,C,N,45,0,25,itunes
AU,2145,15,A,C,45,0,90,itunes
AU,2146,260,A,N,75,0,45,google
AU,2147,20,A,C,50,0,45,itunes
AU,2148,140,D,N,45,0,60,itunes
AU,2149,55,E,W,50,0,25,itunes
AU,2150,35,C,L,60,0.333333333,40,google
AU,2151,25,A,C,60,0.25,70,itunes
AU,2152,20,F,N,45,0,30,itunes
AU,2153,205,C,C,60,0,145,itunes
AU,2154,175,C,L,75,0.466666667,20,itunes
AU,2155,25,E,W,45,0,0,
AU,2156,150,N/A,N,75,0.333333333,15,google
AU,2157,225,F,C,45,0,20,itunes
AU,2158,55,C,L,75,0.2,115,itunes
AU,2159,20,C,C,60,0,0,
AU,2160,75,G,L,60,0,50,google
AU,2161,105,C,N,45,0.222222222,15,itunes
AU,2162,150,G,C,75,0,10,google
AU,2163,30,C,L,55,0,45,google
AU,2164,230,E,C,60,0,15,itunes
AU,2165,25,C,N,45,0,25,itunes
AU,2166,35,A,C,55,0,140,itunes
AU,2167,15,C,C,45,0,5,itunes
AU,2168,20,C,L,75,0,35,google
AU,2169,50,B,T,75,0,50,itunes
AU,2170,40,C,N,75,0,15,itunes
AU,2171,25,F,N,45,0,20,google
AU,2172,140,A,S,55,0.272727273,30,itunes
AU,2173,20,C,C,75,0,15,itunes
AU,2174,35,C,L,75,0.666666667,45,itunes
AU,2175,45,C,S,65,0.153846154,20,itunes
AU,2176,105,E,T,70,0,10,itunes
AU,2177,15,A,L,75,0,0,
AU,2178,140,A,N,45,0.333333333,50,google
AU,2179,25,G,N,45,0,15,itunes
AU,2180,235,E,C,45,0,20,itunes
AU,2181,30,D,C,45,0,35,itunes
AU,2182,175,E,C,45,0,25,itunes
AU,2183,260,C,S,65,0,25,itunes
AU,2184,60,C,L,50,0.2,0,google
AU,2185,40,C,L,50,0,20,itunes
AU,2186,40,A,L,65,0,65,google
AU,2187,40,B,T,60,0,30,itunes
AU,2188,15,G,N,75,0,40,itunes
AU,2189,35,A,C,60,0,0,google
AU,2190,30,C,A,80,0.0625,35,google
AU,2191,20,F,N,45,0,45,itunes
AU,2192,25,C,W,55,0.636363636,55,itunes
AU,2193,130,B,L,45,1,90,itunes
AU,2194,25,C,S,75,0,40,google
AU,2195,75,C,C,75,0.733333333,35,itunes
AU,2196,95,A,S,75,0,25,google
AU,2197,60,A,C,60,0,20,google
AU,2198,20,C,C,50,0,0,google
AU,2199,30,B,C,45,0,25,itunes
AU,2200,15,C,L,60,0,30,itunes
AU,2201,25,B,C,45,0,0,
AU,2202,65,C,L,45,0.333333333,15,itunes
AU,2203,185,B,C,60,0,25,itunes
AU,2204,130,A,N,65,0,15,itunes
AU,2205,15,F,C,55,0,30,itunes
AU,2206,25,B,N,45,0,20,itunes
AU,2207,15,C,S,60,0,25,google
AU,2208,45,C,N,65,0.230769231,15,itunes
AU,2209,50,C,L,55,0.636363636,20,itunes
AU,2210,75,C,L,55,0,70,itunes
AU,2211,105,G,W,65,0,0,google
AU,2212,105,C,L,45,0.111111111,60,itunes
AU,2213,135,C,L,45,0.333333333,20,itunes
AU,2214,125,B,L,75,0.266666667,45,itunes
AU,2215,60,A,N,75,0,0,
AU,2216,30,C,C,55,0,0,
AU,2217,225,D,N,45,0.555555556,20,itunes
AU,2218,40,C,L,75,0.6,5,google
AU,2219,140,F,C,45,0,25,itunes
AU,2220,20,C,L,45,0,85,itunes
AU,2221,25,A,W,45,0,20,itunes
AU,2222,55,F,C,45,0,0,
AU,2223,25,C,C,60,0,25,itunes
AU,2224,55,F,L,75,0.4,25,itunes
AU,2225,115,F,L,45,0,20,itunes
AU,2226,15,C,C,45,0,0,
AU,2227,115,G,C,45,0.333333333,0,itunes
AU,2228,25,C,W,45,0.333333333,0,
AU,2229,50,E,C,45,0.111111111,20,itunes
AU,2230,25,C,N,65,0,40,itunes
AU,2231,30,B,N,75,0,0,google
AU,2232,50,A,L,45,0.444444444,0,
AU,2233,15,C,N,60,0,5,itunes
AU,2234,25,C,W,75,0.666666667,5,itunes
AU,2235,20,C,W,75,0,0,
AU,2236,20,F,N,60,0,0,
AU,2237,110,G,C,45,0.111111111,30,itunes
AU,2238,40,C,L,75,0.333333333,25,google
AU,2239,15,A,L,45,0,80,itunes
AU,2240,35,C,L,45,0.333333333,20,itunes
AU,2241,15,F,N,60,0,0,
AU,2242,70,C,N,75,0,15,google
AU,2243,15,F,C,75,0,30,itunes
AU,2244,20,A,C,45,0,40,itunes
AU,2245,30,A,C,45,0.888888889,25,itunes
AU,2246,20,F,N,45,0,25,itunes
AU,2247,20,F,L,45,0,0,
AU,2248,25,C,L,60,0,0,
AU,2249,105,N/A,C,45,0.666666667,0,
AU,2250,25,N/A,C,60,0,0,
AU,2251,15,N/A,C,55,0.363636364,45,itunes
AU,2252,55,N/A,W,60,0.333333333,0,
AU,2253,30,F,T,60,0,35,itunes
AU,2254,15,C,L,60,0,50,itunes
AU,2255,70,D,N,45,0,25,google
AU,2256,30,C,W,45,0.333333333,0,
AU,2257,105,C,C,75,0.266666667,35,itunes
AU,2258,65,D,S,45,0.333333333,15,itunes
AU,2259,30,C,W,60,0,0,
AU,2260,265,A,C,75,0.666666667,0,
AU,2261,75,C,N,55,0,20,itunes
AU,2262,30,C,W,45,0,30,itunes
AU,2263,20,C,L,60,0,25,itunes
AU,2264,20,C,W,45,0,0,
AU,2265,50,C,L,70,0,0,itunes
AU,2266,15,A,C,60,0,65,itunes
AU,2267,35,A,W,65,0,30,google
AU,2268,45,B,C,65,0,25,itunes
AU,2269,80,A,C,45,0.333333333,45,itunes
AU,2270,15,C,W,60,0,70,itunes
AU,2271,65,A,L,75,0.666666667,15,itunes
AU,2272,210,A,L,75,0,30,itunes
AU,2273,100,F,L,50,0,25,itunes
AU,2274,20,A,W,65,0.230769231,45,google
AU,2275,15,E,T,60,0,30,itunes
AU,2276,70,C,W,65,0,20,itunes
AU,2277,30,F,L,45,0,0,
AU,2278,20,B,C,75,0,35,google
AU,2279,15,C,L,75,0,30,google
AU,2280,20,E,L,60,0,0,
AU,2281,55,C,L,75,0.066666667,80,itunes
AU,2282,55,C,C,45,0,60,itunes
AU,2283,25,C,N,50,0,50,itunes
AU,2284,15,A,L,60,0,45,google
AU,2285,25,C,S,75,0,0,itunes
AU,2286,25,E,L,45,0,35,itunes
AU,2287,30,C,C,55,0.363636364,25,itunes
AU,2288,45,B,L,45,0,35,itunes
AU,2289,15,C,C,45,0.333333333,20,itunes
AU,2290,20,B,C,45,0,20,itunes
AU,2291,155,F,C,45,0,15,itunes
AU,2292,30,A,N,55,0.181818182,60,google
AU,2293,90,E,N,45,0,10,itunes
AU,2294,85,G,N,45,0,50,itunes
AU,2295,80,C,C,45,0,25,itunes
AU,2296,75,A,N,75,0,30,itunes
AU,2297,15,C,C,75,0.333333333,50,itunes
AU,2298,15,E,N,60,0.333333333,0,
AU,2299,100,A,S,75,0.133333333,5,itunes
AU,2300,30,F,N,60,0,15,itunes
AU,2301,15,C,A,55,0,40,itunes
AU,2302,25,E,C,75,0,10,itunes
AU,2303,120,E,C,45,0.666666667,0,itunes
AU,2304,200,C,N,75,0,50,itunes
AU,2305,70,A,N,45,0.333333333,25,itunes
AU,2306,20,C,N,75,0.333333333,30,itunes
AU,2307,15,A,S,45,0,20,itunes
AU,2308,60,F,L,45,0.666666667,20,itunes
AU,2309,15,A,S,45,0,40,itunes
AU,2310,15,A,N,75,0,25,google
AU,2311,45,F,S,75,0.4,30,itunes
AU,2312,15,C,C,60,0,60,itunes
AU,2313,40,C,C,60,0,60,itunes
AU,2314,30,C,L,45,0.222222222,5,itunes
AU,2315,30,A,L,45,0,10,itunes
AU,2316,45,C,C,45,0,30,itunes
AU,2317,30,A,N,75,0,25,google
AU,2318,65,C,C,45,0,55,itunes
AU,2319,175,C,C,75,0,25,itunes
AU,2320,25,F,N,45,0,0,
AU,2321,195,B,N,75,0,40,itunes
AU,2322,115,C,N,45,0.333333333,0,itunes
AU,2323,25,F,C,75,0.066666667,15,itunes
AU,2324,90,C,C,55,0,30,itunes
AU,2325,60,E,N,60,0,5,itunes
AU,2326,115,F,N,45,0.333333333,0,itunes
AU,2327,205,C,L,45,0.222222222,15,itunes
AU,2328,30,C,L,75,0.266666667,35,itunes
AU,2329,50,F,A,60,0,20,itunes
AU,2330,50,D,L,60,0,25,itunes
AU,2331,15,A,W,60,0.666666667,15,itunes
AU,2332,30,F,N,45,0,25,itunes
AU,2333,60,C,L,75,0,55,google
AU,2334,155,C,T,75,0.533333333,0,
AU,2335,60,B,S,45,0,25,itunes
AU,2336,15,C,W,60,0,5,google
AU,2337,20,C,W,75,0,10,google
AU,2338,20,F,C,45,0,20,itunes
AU,2339,25,F,C,75,0,0,itunes
AU,2340,20,C,L,60,0.083333333,20,google
AU,2341,75,A,N,75,0,35,itunes
AU,2342,250,G,W,55,0.090909091,10,itunes
AU,2343,30,C,C,60,0,40,itunes
AU,2344,20,E,L,45,0,20,itunes
AU,2345,55,C,L,70,0,55,itunes
AU,2346,40,A,W,60,0.083333333,75,itunes
AU,2347,105,C,L,45,0.333333333,0,
AU,2348,100,B,N,50,0.4,20,itunes
AU,2349,25,D,N,45,0,35,itunes
AU,2350,20,C,W,55,0.454545455,40,itunes
AU,2351,20,F,C,60,0,0,
AU,2352,50,C,C,55,0.090909091,0,
AU,2353,90,A,W,75,0.4,10,itunes
AU,2354,110,C,L,55,0,25,itunes
AU,2355,35,F,L,60,0,20,itunes
AU,2356,130,E,N,55,0,20,itunes
AU,2357,70,C,S,45,0,40,itunes
AU,2358,15,A,N,45,0,0,
AU,2359,50,C,N,60,0,15,itunes
AU,2360,85,C,C,55,0,15,itunes
AU,2361,250,C,S,65,0.076923077,15,itunes
AU,2362,35,B,C,60,0,40,itunes
AU,2363,110,C,N,55,0,20,itunes
AU,2364,60,A,W,65,0,0,itunes
AU,2365,60,C,N,60,0.25,25,itunes
AU,2366,50,F,N,75,0,35,itunes
AU,2367,240,F,L,75,0.2,25,itunes
AU,2368,25,F,L,75,0,20,google
AU,2369,185,,L,45,0.333333333,70,itunes
AU,2370,180,,L,60,0.083333333,140,itunes
AU,2371,15,,W,60,0,0,google
AU,2372,15,,N,70,0,70,itunes
AU,2373,15,,N,60,0,0,
AU,2374,30,,N,45,0,20,itunes
AU,2375,15,B,L,45,0,65,itunes
AU,2376,205,F,C,60,0,5,itunes
AU,2377,45,C,L,45,0,0,
AU,2378,15,C,N,60,0,20,itunes
AU,2379,70,C,N,75,0,40,google
AU,2380,65,A,L,60,0,0,itunes
AU,2381,150,G,L,60,0.25,0,itunes
AU,2382,185,B,L,75,0,10,itunes
AU,2383,245,C,L,55,0,15,itunes
AU,2384,45,C,L,75,0.333333333,0,
AU,2385,30,F,S,45,0,20,itunes
AU,2386,140,A,L,45,0.444444444,5,itunes
AU,2387,15,E,L,65,0,75,google
AU,2388,255,C,L,45,0,15,itunes
AU,2389,50,C,L,75,0,80,itunes
AU,2390,140,C,W,45,0.222222222,45,itunes
AU,2391,40,B,W,60,0,20,google
AU,2392,215,A,L,60,0.416666667,25,itunes
AU,2393,150,C,,45,0,30,itunes
AU,2394,55,C,N,75,0.333333333,0,
AU,2395,35,A,C,45,0,0,
AU,2396,60,A,N,45,0.333333333,5,itunes
AU,2397,155,C,C,75,0.666666667,25,itunes
AU,2398,20,F,S,45,0,20,itunes
AU,2399,95,A,C,75,0,15,itunes
AU,2400,50,C,L,45,0,20,itunes
AU,2401,35,A,N,60,0,25,itunes
AU,2402,100,B,N,45,0.222222222,0,
AU,2403,125,C,T,45,0,5,itunes
AU,2404,70,F,A,75,0.066666667,20,itunes
AU,2405,30,D,C,45,0,20,itunes
AU,2406,65,F,C,60,0,0,
AU,2407,180,C,N,45,0.333333333,10,itunes
AU,2408,215,C,N,45,0,25,itunes
AU,2409,20,C,C,65,0,25,itunes
AU,2410,65,E,N,80,0.25,0,
AU,2411,25,G,C,45,0,0,
AU,2412,35,F,C,45,0,0,itunes
AU,2413,40,C,L,75,0,5,itunes
AU,2414,105,C,C,45,0,20,itunes
AU,2415,125,F,C,60,0,10,itunes
AU,2416,35,F,W,75,0.666666667,15,itunes
AU,2417,130,C,N,45,0.333333333,20,itunes
AU,2418,185,G,W,70,0,65,itunes
AU,2419,250,F,N,45,0,20,itunes
AU,2420,55,D,L,45,0,35,google
AU,2421,15,F,C,60,0,20,itunes
AU,2422,50,C,L,55,0,110,itunes
AU,2423,45,F,N,45,0,15,itunes
AU,2424,110,A,S,75,0.466666667,70,itunes
AU,2425,245,C,L,75,0.333333333,25,itunes
AU,2426,15,C,C,75,0,5,google
AU,2427,50,C,L,55,0,90,itunes
AU,2428,40,F,C,65,0,5,itunes
AU,2429,105,A,A,45,0.888888889,35,google
AU,2430,70,F,L,45,0.222222222,40,google
AU,2431,25,C,W,75,0.2,35,itunes
AU,2432,200,C,N,70,0.428571429,20,itunes
AU,2433,20,D,N,45,0,30,itunes
AU,2434,15,N/A,N,45,0,15,itunes
AU,2435,25,E,N,45,0.333333333,40,itunes
AU,2436,15,C,L,60,0,65,itunes
AU,2437,20,A,C,50,0,15,itunes
AU,2438,110,A,L,55,0,0,
AU,2439,55,E,C,45,0,15,itunes
AU,2440,45,C,N,45,0,0,
AU,2441,170,D,W,50,0,30,itunes
AU,2442,25,C,N,75,0,10,itunes
AU,2443,200,E,L,60,0,30,itunes
AU,2444,110,C,C,65,0,50,google
AU,2445,140,C,S,50,0,30,itunes
AU,2446,20,A,N,75,0,20,itunes
AU,2447,225,C,C,60,0.333333333,25,itunes
AU,2448,35,C,L,60,0,45,google
AU,2449,15,C,W,45,0,65,itunes
AU,2450,75,A,S,60,0,60,itunes
AU,2451,50,A,L,75,0,0,itunes
AU,2452,35,C,C,45,0,20,itunes
AU,2453,35,E,N,60,0.166666667,20,google
AU,2454,220,A,N,60,0.416666667,20,itunes
AU,2455,15,B,L,60,0,15,google
AU,2456,25,F,N,45,0,20,itunes
AU,2457,50,F,L,45,0,15,itunes
AU,2458,30,G,L,45,0.666666667,15,itunes
AU,2459,80,F,N,75,0.2,25,itunes
AU,2460,20,C,N,70,0.285714286,130,itunes
AU,2461,45,E,N,75,0.133333333,5,itunes
AU,2462,180,B,W,60,0,35,itunes
AU,2463,15,F,W,45,0,0,
AU,2464,235,B,C,50,0,30,itunes
AU,2465,40,A,L,65,0,25,google
AU,2466,20,C,L,75,0,0,
AU,2467,85,C,L,75,0,15,google
AU,2468,25,A,N,55,0,10,itunes
AU,2469,30,F,L,75,0,0,
AU,2470,15,C,W,50,0.3,45,itunes
AU,2471,245,F,C,60,0,30,itunes
AU,2472,15,B,N,55,0.272727273,30,itunes
AU,2473,95,F,L,75,0,35,itunes
AU,2474,20,F,C,60,0,15,itunes
AU,2475,170,A,N,50,0,30,itunes
AU,2476,30,G,N,45,0,30,itunes
AU,2477,50,C,C,55,0,0,google
AU,2478,25,D,C,45,0,25,itunes
AU,2479,15,A,W,45,0,15,itunes
AU,2480,25,A,N,45,0,25,itunes
AU,2481,15,A,N,60,0,10,itunes
AU,2482,15,B,S,45,0,50,itunes
AU,2483,15,C,A,50,0,5,itunes
AU,2484,30,A,C,45,0,20,google
AU,2485,15,C,L,75,0,25,itunes
AU,2486,245,C,N,45,0,0,google
AU,2487,75,C,N,45,0,20,itunes
AU,2488,150,C,N,75,0,20,google
AU,2489,85,E,N,45,0,30,itunes
AU,2490,35,G,N,60,0,30,itunes
AU,2491,20,F,C,60,0.333333333,0,itunes
AU,2492,50,C,C,65,0.230769231,40,itunes
AU,2493,15,C,L,45,0.333333333,0,
AU,2494,95,C,L,45,0,55,itunes
AU,2495,250,A,L,45,0,20,itunes
AU,2496,40,G,C,75,0.066666667,30,itunes
AU,2497,15,E,L,50,0,15,itunes
AU,2498,50,C,W,65,0.384615385,5,google
AU,2499,25,C,L,45,0,25,itunes
AU,2500,70,F,L,60,0,0,itunes
AU,2501,30,F,C,65,0,15,itunes
AU,2502,20,A,N,60,0,10,itunes
AU,2503,25,C,N,45,0,30,itunes
AU,2504,25,F,C,55,0.454545455,50,itunes
AU,2505,200,F,N,75,0,0,itunes
AU,2506,15,B,C,45,0,80,itunes
AU,2507,15,C,W,55,0,5,itunes
AU,2508,25,F,C,75,0,5,itunes
AU,2509,40,C,C,45,0,25,google
AU,2510,145,C,C,60,0,35,itunes
AU,2511,55,C,N,60,0.416666667,15,google
AU,2512,15,A,C,45,0,5,itunes
AU,2513,20,C,L,60,0.166666667,30,itunes
AU,2514,80,F,C,60,0,35,google
AU,2515,100,G,C,45,0.333333333,20,itunes
AU,2516,115,F,C,55,0,5,itunes
AU,2517,15,C,A,60,0,20,itunes
AU,2518,20,F,C,45,0,0,
AU,2519,60,E,L,70,0,20,itunes
AU,2520,20,A,W,45,0,20,google
AU,2521,50,C,S,75,0,15,itunes
AU,2522,120,C,S,75,0.333333333,0,
AU,2523,200,C,C,55,0,20,itunes
AU,2524,45,C,C,45,0.222222222,75,itunes
AU,2525,20,F,L,45,0.333333333,40,itunes
AU,2526,60,F,N,55,0,30,itunes
AU,2527,15,D,L,45,0,40,google
AU,2528,145,C,C,45,0,15,itunes
AU,2529,25,C,N,45,0.333333333,0,
AU,2530,25,F,L,50,0,25,itunes
AU,2531,50,B,N,60,0,30,itunes
AU,2532,150,C,C,65,0,20,itunes
AU,2533,20,C,C,60,0,10,itunes
AU,2534,15,E,L,75,0,25,itunes
AU,2535,260,C,L,45,0,25,itunes
AU,2536,15,A,L,65,0,35,google
AU,2537,40,C,L,75,0,25,itunes
AU,2538,35,C,L,55,0,20,itunes
AU,2539,60,C,W,55,0,45,itunes
AU,2540,180,D,N,45,0.444444444,35,itunes
AU,2541,20,C,L,45,0.333333333,60,itunes
AU,2542,170,C,L,45,0,30,itunes
AU,2543,195,F,L,55,0,20,itunes
AU,2544,90,F,N,50,0.4,0,
AU,2545,20,C,C,45,0,0,
AU,2546,35,B,N,80,0,40,itunes
AU,2547,20,B,L,75,0.133333333,50,itunes
AU,2548,70,A,N,65,0.307692308,0,
AU,2549,55,C,C,45,0,15,itunes
AU,2550,80,E,W,60,0,10,itunes
AU,2551,45,C,L,50,0,25,google
AU,2552,180,A,N,75,0,20,itunes
AU,2553,20,C,N,60,0.333333333,5,google
AU,2554,125,B,L,50,0,45,google
AU,2555,15,C,S,45,0,80,itunes
AU,2556,15,A,N,45,0,20,google
AU,2557,25,A,L,45,0,15,itunes
AU,2558,20,A,L,75,0,25,google
AU,2559,125,B,N,45,0,0,
AU,2560,170,G,N,60,0,20,itunes
AU,2561,75,E,N,60,0.416666667,20,itunes
AU,2562,30,B,N,45,0,25,itunes
AU,2563,35,C,N,45,0,65,itunes
AU,2564,15,A,W,75,0.133333333,30,itunes
AU,2565,15,A,C,45,0.111111111,20,itunes
AU,2566,25,C,N,75,0,10,google
AU,2567,25,F,C,45,0,25,itunes
AU,2568,25,C,N,55,0.090909091,30,itunes
AU,2569,155,E,L,70,0,15,itunes
AU,2570,15,C,L,60,0,5,itunes
AU,2571,115,B,C,75,0,30,google
AU,2572,45,C,N,60,0,0,
AU,2573,15,C,L,60,0,0,
AU,2574,30,C,L,75,0,10,itunes
AU,2575,160,C,C,45,0,0,
AU,2576,15,C,W,50,0,20,itunes
AU,2577,20,C,T,75,0,65,itunes
AU,2578,25,A,W,50,0,0,
AU,2579,45,C,W,75,0.4,30,google
AU,2580,25,C,L,75,0,35,itunes
AU,2581,75,B,L,55,0,20,itunes
AU,2582,120,E,T,75,0.266666667,20,itunes
AU,2583,80,F,L,45,0.333333333,10,itunes
AU,2584,20,A,L,65,0,20,itunes
AU,2585,135,F,N,75,0,20,itunes
AU,2586,15,B,L,75,0,40,google
AU,2587,210,F,N,60,0.25,20,itunes
AU,2588,15,F,N,75,0,15,itunes
AU,2589,25,C,N,45,0,0,google
AU,2590,70,A,N,45,0,40,itunes
AU,2591,55,G,W,70,0,75,itunes
AU,2592,40,A,N,70,0.142857143,30,itunes
AU,2593,20,C,S,60,0,25,itunes
AU,2594,65,B,N,75,0,20,google
AU,2595,75,F,L,45,0,20,itunes
AU,2596,15,C,C,75,0,5,itunes
AU,2597,35,C,N,75,0,0,google
AU,2598,30,B,N,45,0,30,itunes
AU,2599,65,A,C,60,0.75,0,
AU,2600,200,C,L,75,0,10,itunes
AU,2601,20,B,N,45,0,0,
AU,2602,20,C,C,45,0.555555556,35,itunes
AU,2603,45,C,N,45,0,0,
AU,2604,20,A,W,50,0,0,
AU,2605,15,C,C,75,0,30,google
AU,2606,135,B,C,75,0.066666667,10,google
AU,2607,40,A,N,60,0,15,itunes
AU,2608,65,C,L,65,0,15,itunes
AU,2609,165,F,N,45,0,10,itunes
AU,2610,70,A,N,45,0.333333333,5,itunes
AU,2611,25,C,L,75,0,35,itunes
AU,2612,75,C,C,60,0,15,itunes
AU,2613,30,C,C,45,0,0,
AU,2614,75,G,L,45,0,10,itunes
AU,2615,90,C,N,45,0,15,google
AU,2616,105,A,N,45,0,10,google
AU,2617,15,F,N,75,0,20,itunes
AU,2618,100,B,L,45,0,30,google
AU,2619,30,C,N,60,0,25,google
AU,2620,115,F,C,75,0,30,itunes
AU,2621,230,B,N,60,0,25,google
AU,2622,75,B,N,55,0,25,google
AU,2623,70,A,C,75,0,0,itunes
AU,2624,35,A,L,75,0,25,itunes
AU,2625,15,C,C,75,0,0,
AU,2626,20,F,C,70,0,85,itunes
AU,2627,15,F,L,60,0,45,itunes
AU,2628,15,C,C,75,0,10,google
AU,2629,20,C,S,45,0,60,itunes
AU,2630,20,C,L,55,0,100,itunes
AU,2631,50,F,W,45,0,5,itunes
AU,2632,15,A,W,45,0,25,google
AU,2633,20,A,N,45,0.333333333,5,google
AU,2634,60,E,L,60,0.583333333,0,
AU,2635,25,B,W,45,0,80,itunes
AU,2636,245,G,N,60,0,20,itunes
AU,2637,20,A,N,75,0,0,itunes
AU,2638,75,A,N,45,0,20,google
AU,2639,15,A,C,75,0,25,itunes
AU,2640,115,B,N,45,0.444444444,25,itunes
AU,2641,20,F,N,75,0,85,itunes
AU,2642,65,C,C,45,0,20,itunes
AU,2643,20,C,C,45,0.555555556,20,itunes
AU,2644,25,A,C,45,0,50,itunes
AU,2645,90,C,T,55,0,30,itunes
AU,2646,15,C,C,75,0,30,itunes
AU,2647,35,A,C,45,0,30,itunes
AU,2648,15,D,L,45,0,20,google
AU,2649,55,C,L,65,0,45,itunes
AU,2650,25,G,L,45,0,50,google
AU,2651,20,C,N,45,0,25,google
AU,2652,190,A,N,60,0,15,itunes
AU,2653,40,C,N,75,0.266666667,20,itunes
AU,2654,65,G,L,60,0,75,google
AU,2655,25,C,N,45,0,15,itunes
AU,2656,40,C,L,45,0,65,itunes
AU,2657,15,C,T,55,0,30,itunes
AU,2658,15,G,C,55,0,10,itunes
AU,2659,15,G,L,45,0,0,
AU,2660,20,A,L,45,0,45,itunes
AU,2661,25,C,W,75,0,5,google
AU,2662,50,C,L,75,0,0,itunes
AU,2663,15,C,C,45,0.333333333,0,
AU,2664,15,B,L,75,0.2,40,itunes
AU,2665,55,F,C,60,0.666666667,5,itunes
AU,2666,45,A,N,60,0,10,itunes
