country,customer_id,boxes_taken,activation_channel,state,recipe_score_count,recipe_score_freq,app_uses,app_store
AU,8008,110,F,A,75,0.8,30,itunes
AU,8009,35,G,C,45,0,20,google
AU,8010,15,C,N,45,0,0,
AU,8011,105,C,N,45,0,20,itunes
AU,8012,210,F,L,60,0.333333333,20,itunes
AU,8013,35,A,L,45,0,35,itunes
AU,8014,40,D,N,45,0,0,
AU,8015,45,F,N,75,0,20,itunes
AU,8016,20,C,N,65,0.153846154,20,itunes
AU,8017,15,F,W,60,0,15,itunes
AU,8018,50,E,C,75,0,5,itunes
AU,8019,25,A,L,65,0,45,itunes
AU,8020,155,A,A,85,0,0,
AU,8021,105,C,L,75,0,0,google
AU,8022,40,F,S,75,0.266666667,20,itunes
AU,8023,150,C,N,60,0.333333333,20,itunes
AU,8024,140,D,L,45,0,30,itunes
AU,8025,40,B,N,45,0,30,itunes
AU,8026,195,F,N,75,0,25,itunes
AU,8027,45,A,S,50,0,25,itunes
AU,8028,45,C,N,45,0,0,
AU,8029,70,C,C,75,0.333333333,30,google
AU,8030,15,F,N,55,0,20,itunes
AU,8031,55,A,S,45,0,10,itunes
AU,8032,30,C,N,45,0.333333333,30,itunes
AU,8033,130,C,N,45,0,0,
AU,8034,45,C,N,50,0.6,25,itunes
AU,8035,105,A,L,60,0,20,google
AU,8036,20,C,L,75,0.333333333,25,itunes
AU,8037,140,C,W,60,0,20,itunes
AU,8038,20,A,L,60,0,20,itunes
AU,8039,85,C,L,65,0.076923077,20,itunes
AU,8040,45,F,C,45,0.111111111,25,google
AU,8041,50,A,W,75,0,20,itunes
AU,8042,15,F,C,75,0,0,
AU,8043,15,F,S,65,0,15,itunes
AU,8044,15,A,C,45,0,20,google
AU,8045,20,F,W,45,0,25,itunes
AU,8046,85,C,C,45,1,0,
AU,8047,65,G,W,60,0,30,itunes
AU,8048,195,F,N,50,0.6,15,itunes
AU,8049,185,F,W,55,0,0,
AU,8050,20,F,N,60,0,0,
AU,8051,70,F,W,70,0,25,google
AU,8052,40,C,L,75,0,5,itunes
AU,8053,115,C,W,45,0,25,itunes
AU,8054,115,F,L,60,0,0,
AU,8055,35,C,S,50,0.3,0,
AU,8056,35,G,S,60,0.75,40,itunes
AU,8057,15,C,L,60,0,35,google
AU,8058,205,F,S,45,0,0,
AU,8059,15,D,W,45,0,65,itunes
AU,8060,45,F,L,60,0,15,itunes
AU,8061,15,A,N,60,0,25,itunes
AU,8062,85,D,N,45,0,0,google
AU,8063,40,C,L,45,0,15,itunes
AU,8064,15,A,L,45,0,40,itunes
AU,8065,235,F,C,45,0.333333333,0,
AU,8066,15,C,S,65,0.307692308,25,itunes
AU,8067,15,C,W,55,0,25,google
AU,8068,70,C,N,60,0.416666667,20,itunes
AU,8069,150,C,L,45,0.222222222,0,
AU,8070,15,D,N,45,0,0,
AU,8071,55,A,S,55,0.090909091,20,itunes
AU,8072,120,A,S,45,0.111111111,20,google
AU,8073,100,F,N,75,0,15,google
AU,8074,35,B,L,60,0.666666667,35,itunes
AU,8075,20,C,L,45,0,20,google
AU,8076,50,C,N,55,0,20,itunes
AU,8077,20,D,N,45,0,0,
AU,8078,15,C,L,65,0,85,google
AU,8079,150,A,N,65,0,20,itunes
AU,8080,215,A,N,45,0,0,google
AU,8081,195,C,L,45,0.222222222,0,itunes
AU,8082,60,C,W,75,0.066666667,20,google
AU,8083,130,C,S,70,0,20,itunes
AU,8084,90,A,N,45,0,35,google
AU,8085,20,F,S,45,0,40,itunes
AU,8086,170,C,L,45,0,0,itunes
AU,8087,40,F,N,60,0,20,itunes
AU,8088,60,F,C,60,0,15,google
AU,8089,15,F,L,45,0,0,
AU,8090,125,B,W,45,0,0,itunes
AU,8091,140,C,L,75,0,10,itunes
AU,8092,80,A,W,45,0,0,itunes
AU,8093,205,B,L,45,0.888888889,30,itunes
AU,8094,30,F,S,45,0,0,
AU,8095,20,F,C,75,0.333333333,30,itunes
AU,8096,20,A,L,45,0,50,itunes
AU,8097,245,C,W,70,0,30,itunes
AU,8098,45,C,L,60,0,0,itunes
AU,8099,95,B,L,45,0,35,google
AU,8100,45,F,C,45,0,10,itunes
AU,8101,75,A,S,45,0,15,itunes
AU,8102,85,A,C,60,0,25,itunes
AU,8103,35,A,L,45,0,5,itunes
AU,8104,85,B,N,45,0.222222222,20,itunes
AU,8105,30,B,S,65,0,15,itunes
AU,8106,50,C,S,45,0.777777778,20,google
AU,8107,110,C,W,55,0.636363636,25,itunes
AU,8108,60,A,W,45,0,0,
AU,8109,105,C,N,45,0.222222222,15,itunes
AU,8110,15,F,N,45,0,0,
AU,8111,30,F,L,75,0,20,itunes
AU,8112,45,E,C,45,0,15,itunes
AU,8113,70,C,C,45,0,20,itunes
AU,8114,35,E,L,75,0,15,google
AU,8115,100,A,W,60,0.25,0,itunes
AU,8116,185,C,N,50,0.3,40,itunes
AU,8117,130,A,L,60,0,20,google
AU,8118,100,A,W,45,0.333333333,0,
AU,8119,20,C,A,50,0,0,
AU,8120,100,F,L,75,0,10,itunes
AU,8121,15,C,L,45,0,15,itunes
AU,8122,20,F,A,60,0,0,itunes
AU,8123,145,F,L,60,0,0,itunes
AU,8124,105,E,C,45,0,15,google
AU,8125,60,A,N,45,0,15,itunes
AU,8126,40,A,S,55,0,55,itunes
AU,8127,75,A,N,45,0.333333333,0,itunes
AU,8128,15,C,L,45,0,0,
AU,8129,20,C,N,55,0,0,
AU,8130,140,F,W,75,0.733333333,0,
AU,8131,30,C,N,55,0.181818182,40,itunes
AU,8132,25,G,C,60,0.333333333,20,itunes
AU,8133,180,F,L,45,0.444444444,20,itunes
AU,8134,35,C,T,45,0,20,itunes
AU,8135,25,A,W,45,0,0,
AU,8136,40,A,N,45,0.333333333,0,
AU,8137,35,C,L,45,1,0,itunes
AU,8138,145,C,L,95,0,25,itunes
AU,8139,85,F,C,45,0,20,itunes
AU,8140,155,A,C,60,0.25,15,itunes
AU,8141,60,F,L,45,0,15,itunes
AU,8142,215,C,S,45,0,20,google
AU,8143,50,A,W,50,0,10,itunes
AU,8144,40,A,N,60,0,25,itunes
AU,8145,85,F,L,45,0,0,
AU,8146,15,B,C,70,0,45,itunes
AU,8147,20,A,C,45,0,0,
AU,8148,95,A,L,60,0,0,itunes
AU,8149,15,C,S,45,0,0,
AU,8150,15,C,L,45,0,45,google
AU,8151,125,C,L,75,0.933333333,35,itunes
AU,8152,15,E,L,45,0,15,google
AU,8153,65,F,W,75,0.2,20,google
AU,8154,20,C,W,60,0,0,
AU,8155,70,C,L,45,0,20,itunes
AU,8156,15,A,W,55,0,15,itunes
AU,8157,15,C,L,75,0.2,40,itunes
AU,8158,20,C,C,45,0,5,itunes
AU,8159,30,A,N,45,0,35,itunes
AU,8160,15,C,N,60,0,35,itunes
AU,8161,40,G,N,60,0,0,
AU,8162,105,F,L,60,0.666666667,25,itunes
AU,8163,40,C,N,75,0.333333333,15,google
AU,8164,25,C,C,75,0,0,
AU,8165,240,F,L,45,0.333333333,25,itunes
AU,8166,70,G,C,45,0,5,itunes
AU,8167,20,F,N,75,0,25,itunes
AU,8168,120,F,N,45,1,20,itunes
AU,8169,20,F,W,45,0,20,itunes
AU,8170,150,C,S,45,0,20,google
AU,8171,65,C,L,60,0.583333333,0,
AU,8172,70,F,L,75,0.333333333,25,itunes
AU,8173,95,C,A,50,0,30,itunes
AU,8174,100,F,L,60,0,25,itunes
AU,8175,85,A,N,60,0,25,itunes
AU,8176,15,F,L,45,0,25,google
AU,8177,150,A,C,75,0.333333333,20,itunes
AU,8178,75,C,C,45,0,15,itunes
AU,8179,145,C,L,65,0.384615385,10,itunes
AU,8180,120,A,T,60,0,5,itunes
AU,8181,210,B,W,60,0.083333333,20,itunes
AU,8182,15,C,W,60,0.333333333,20,itunes
AU,8183,140,F,N,45,0.222222222,0,itunes
AU,8184,55,A,W,60,0,20,itunes
AU,8185,105,A,N,60,0,0,google
AU,8186,140,A,A,50,0.4,25,itunes
AU,8187,25,A,C,45,0.222222222,10,google
AU,8188,20,C,C,60,0,15,itunes
AU,8189,130,B,T,45,0.333333333,20,google
AU,8190,95,C,L,75,0,0,
AU,8191,40,A,N,45,0.555555556,0,google
AU,8192,15,A,S,60,0,0,
AU,8193,15,C,S,75,0,20,itunes
AU,8194,170,F,C,45,0,20,itunes
AU,8195,15,C,C,60,0,30,itunes
AU,8196,25,F,S,45,0,0,itunes
AU,8197,75,F,W,50,0,0,
AU,8198,25,F,N,45,0,10,itunes
AU,8199,125,A,N,45,1,30,google
AU,8200,35,F,N,60,0,20,itunes
AU,8201,20,C,N,45,0,5,itunes
AU,8202,15,C,N,75,0,5,itunes
AU,8203,35,C,C,50,0.4,55,itunes
AU,8204,20,C,W,55,0,25,itunes
AU,8205,60,E,N,60,0,0,
AU,8206,90,F,C,60,0,20,itunes
AU,8207,130,C,S,60,0,15,itunes
AU,8208,15,C,L,70,0,5,itunes
AU,8209,165,E,W,60,0,20,google
AU,8210,100,C,L,45,0,30,itunes
AU,8211,75,B,L,45,0.111111111,15,itunes
AU,8212,160,F,N,60,0,20,itunes
AU,8213,30,B,L,60,0,20,itunes
AU,8214,85,A,N,55,0.363636364,25,google
AU,8215,75,B,W,60,0,25,itunes
AU,8216,120,F,N,55,0.272727273,40,itunes
AU,8217,260,F,N,45,0,20,itunes
AU,8218,200,F,A,60,0,15,itunes
AU,8219,100,F,N,60,0.333333333,10,itunes
AU,8220,115,F,C,45,0,30,itunes
AU,8221,15,A,N,60,0,0,
AU,8222,215,F,S,45,1,20,itunes
AU,8223,140,G,C,45,0,5,itunes
AU,8224,50,F,N,45,0.333333333,0,
AU,8225,215,C,W,45,0.333333333,25,google
AU,8226,15,C,N,45,0,10,itunes
AU,8227,255,B,N,45,0,25,itunes
AU,8228,200,A,W,75,0,15,itunes
AU,8229,15,B,N,45,0.333333333,40,itunes
AU,8230,35,C,C,45,0,0,
AU,8231,125,C,L,60,0,15,itunes
AU,8232,25,C,L,75,0,25,google
AU,8233,30,C,N,55,0,25,itunes
AU,8234,20,A,S,65,0.384615385,0,
AU,8235,25,B,C,45,1,10,itunes
AU,8236,80,G,N,45,0.666666667,20,google
AU,8237,30,F,W,75,0,0,itunes
AU,8238,15,C,W,45,0,0,
AU,8239,100,F,W,75,0.6,10,itunes
AU,8240,235,F,L,45,0.333333333,0,itunes
AU,8241,120,A,L,45,0.666666667,0,
AU,8242,20,C,S,65,0,10,itunes
AU,8243,20,C,L,45,0,35,itunes
AU,8244,120,A,W,45,0,0,google
AU,8245,45,C,W,45,0,20,itunes
AU,8246,15,C,W,60,0,15,itunes
AU,8247,20,A,L,45,0,20,itunes
AU,8248,25,A,N,45,0,5,itunes
AU,8249,35,A,S,45,0,15,itunes
AU,8250,50,F,W,60,0,20,itunes
AU,8251,35,B,W,45,0.333333333,30,itunes
AU,8252,215,A,C,45,0,20,google
AU,8253,25,F,W,45,0,0,
AU,8254,115,A,C,45,0.444444444,85,itunes
AU,8255,80,E,N,45,0,0,
AU,8256,15,B,S,60,0,0,
AU,8257,40,A,C,60,0,0,itunes
AU,8258,75,A,W,45,0,20,itunes
AU,8259,80,C,L,60,0,55,itunes
AU,8260,215,G,W,55,0,0,google
AU,8261,85,C,L,45,1,25,itunes
AU,8262,45,A,W,45,0,20,itunes
AU,8263,25,B,L,75,0,5,itunes
AU,8264,110,C,L,60,0.666666667,0,
AU,8265,225,C,N,60,0,15,itunes
AU,8266,120,G,N,50,0.1,25,itunes
AU,8267,210,A,A,60,0,15,itunes
AU,8268,195,C,C,45,0,30,itunes
AU,8269,15,C,L,45,1,55,itunes
AU,8270,215,F,C,45,0,15,itunes
AU,8271,40,A,C,45,0.111111111,30,itunes
AU,8272,50,C,N,60,0.416666667,35,itunes
AU,8273,15,A,W,45,1,15,itunes
AU,8274,55,A,C,45,0,15,itunes
AU,8275,40,F,T,45,0,50,itunes
AU,8276,15,C,W,45,0,45,itunes
AU,8277,90,A,C,60,0.333333333,0,google
AU,8278,120,F,L,45,0,0,
AU,8279,50,C,N,45,0,20,itunes
AU,8280,90,B,N,75,0,5,itunes
AU,8281,20,C,L,80,0,25,itunes
AU,8282,50,F,C,75,0,0,
AU,8283,15,F,N,45,0,0,
AU,8284,130,C,W,75,0.466666667,25,itunes
AU,8285,105,A,C,45,0,0,
AU,8286,45,A,C,45,0,25,itunes
AU,8287,195,A,S,60,0,15,google
AU,8288,20,F,N,75,0,25,itunes
AU,8289,15,F,W,75,0,5,itunes
AU,8290,15,G,W,60,0,0,
AU,8291,25,A,W,45,0,0,
AU,8292,15,F,W,65,0,45,itunes
AU,8293,255,A,W,60,0,20,itunes
AU,8294,30,F,N,60,0,0,
AU,8295,170,A,S,55,0,20,google
AU,8296,15,G,L,75,0,0,
AU,8297,85,A,S,75,0,20,google
AU,8298,50,A,N,75,0.4,0,
AU,8299,170,F,L,60,0.666666667,25,itunes
AU,8300,100,A,W,60,0,20,itunes
AU,8301,15,F,C,55,0.272727273,45,itunes
AU,8302,55,C,C,50,0,45,itunes
AU,8303,200,C,L,45,0.333333333,15,google
AU,8304,60,A,L,75,0.266666667,0,
AU,8305,20,C,W,75,1,10,google
AU,8306,15,C,L,75,0,15,itunes
AU,8307,75,D,W,45,0,25,google
AU,8308,265,B,S,45,0,20,google
AU,8309,260,G,C,55,0,15,itunes
AU,8310,145,F,N,75,0,25,itunes
AU,8311,30,C,N,60,0,25,itunes
AU,8312,60,F,N,60,0,15,google
AU,8313,70,A,C,45,0.666666667,15,google
AU,8314,20,F,N,75,0,0,google
AU,8315,240,F,L,75,0,20,itunes
AU,8316,15,A,L,60,0,20,google
AU,8317,45,F,W,45,0,15,google
AU,8318,95,B,S,75,0,20,google
AU,8319,115,F,N,60,0,20,itunes
AU,8320,35,A,L,45,0,0,
AU,8321,115,F,W,60,0.666666667,20,google
AU,8322,20,C,C,55,0.272727273,20,google
AU,8323,45,F,C,45,0.111111111,0,itunes
AU,8324,110,A,N,60,0,20,itunes
AU,8325,15,C,W,65,0,40,google
AU,8326,40,F,L,60,0,10,google
AU,8327,85,F,L,60,0,0,google
AU,8328,110,C,W,45,0,10,itunes
AU,8329,55,A,L,75,0.533333333,20,itunes
AU,8330,110,E,A,75,0.066666667,0,itunes
AU,8331,55,B,W,75,0.866666667,10,google
AU,8332,20,F,L,75,0,15,itunes
AU,8333,15,E,W,45,0,45,itunes
AU,8334,60,C,L,65,0,10,itunes
AU,8335,245,F,N,60,0.083333333,20,itunes
AU,8336,130,C,L,60,0,10,itunes
AU,8337,20,C,C,75,0,20,google
AU,8338,40,C,W,45,0,0,
AU,8339,130,C,C,45,0,15,google
AU,8340,80,C,N,60,0,25,itunes
AU,8341,90,B,T,75,0,20,google
AU,8342,120,F,T,55,0,15,google
AU,8343,205,B,L,60,0.666666667,25,itunes
AU,8344,60,A,L,45,0,20,itunes
AU,8345,220,A,C,60,0.5,20,itunes
AU,8346,25,A,L,70,0,65,itunes
AU,8347,65,C,L,50,0.1,10,google
AU,8348,120,A,C,75,0.066666667,30,itunes
AU,8349,30,C,W,45,0,15,itunes
AU,8350,225,B,C,45,0,20,itunes
AU,8351,60,C,L,75,0.666666667,20,itunes
AU,8352,15,F,C,60,0,95,itunes
AU,8353,100,A,L,45,0.333333333,0,
AU,8354,110,F,L,65,0.307692308,0,itunes
AU,8355,15,F,N,60,0,15,itunes
AU,8356,45,A,S,75,0,0,google
AU,8357,195,E,C,45,0,0,itunes
AU,8358,130,C,L,65,0.307692308,20,itunes
AU,8359,50,C,W,75,0,20,itunes
AU,8360,65,C,L,45,0,15,itunes
AU,8361,45,F,C,45,0,0,
AU,8362,15,B,L,60,0,15,itunes
AU,8363,195,D,N,60,0.666666667,20,google
AU,8364,110,C,W,55,1,0,
AU,8365,40,C,C,60,0,20,itunes
AU,8366,50,C,C,65,0.384615385,15,itunes
AU,8367,15,F,S,45,0.666666667,10,itunes
AU,8368,25,F,N,75,0,20,itunes
AU,8369,15,A,L,45,0,0,
AU,8370,155,A,S,45,0.333333333,25,itunes
AU,8371,165,E,N,75,0.8,15,itunes
AU,8372,20,F,S,45,0,0,
AU,8373,15,B,C,60,0,10,itunes
AU,8374,85,A,L,65,0,25,google
AU,8375,30,B,C,45,0,25,itunes
AU,8376,35,C,C,45,0,45,itunes
AU,8377,225,F,L,45,0,5,itunes
AU,8378,55,A,C,45,0.333333333,5,itunes
AU,8379,70,B,C,60,0.333333333,20,itunes
AU,8380,60,A,C,75,0.666666667,0,
AU,8381,55,C,L,45,0,20,itunes
AU,8382,245,C,C,45,0,20,itunes
AU,8383,20,F,W,75,0.133333333,0,
AU,8384,95,A,W,75,0.266666667,20,itunes
AU,8385,140,F,C,45,0.666666667,20,itunes
AU,8386,210,A,L,60,0.666666667,15,itunes
AU,8387,50,F,N,45,0,30,itunes
AU,8388,45,C,L,55,0,5,google
AU,8389,90,B,N,45,0,0,
AU,8390,15,F,N,45,0,20,google
AU,8391,65,B,W,50,0,20,itunes
AU,8392,150,A,L,50,0,20,itunes
AU,8393,145,A,N,75,0,20,itunes
AU,8394,105,G,L,45,0.111111111,20,itunes
AU,8395,35,A,L,45,0,20,itunes
AU,8396,75,C,N,75,0,20,itunes
AU,8397,110,A,N,60,0,15,itunes
AU,8398,35,C,C,45,0.333333333,15,itunes
AU,8399,65,C,T,75,0,30,itunes
AU,8400,45,A,T,45,0.888888889,20,google
AU,8401,35,C,L,45,0,5,google
AU,8402,55,A,W,75,0.266666667,30,itunes
AU,8403,60,G,C,45,0.888888889,0,
AU,8404,180,F,N,60,0,5,itunes
AU,8405,175,C,C,45,0,20,itunes
AU,8406,60,C,L,75,0.2,15,google
AU,8407,60,F,C,70,0,15,itunes
AU,8408,80,F,L,75,0,20,itunes
AU,8409,15,F,N,45,0.333333333,15,itunes
AU,8410,40,F,L,60,0,20,google
AU,8411,100,E,N,45,0,15,itunes
AU,8412,150,A,N,75,0.333333333,25,itunes
AU,8413,135,C,C,75,0.333333333,25,itunes
AU,8414,85,B,W,45,0,0,
AU,8415,35,C,L,60,0,30,itunes
AU,8416,85,C,L,75,0.333333333,20,itunes
AU,8417,55,C,L,75,0,30,itunes
AU,8418,95,B,L,60,0,5,itunes
AU,8419,15,F,N,45,0,40,itunes
AU,8420,15,C,C,45,0.444444444,35,itunes
AU,8421,15,F,C,45,0,10,itunes
AU,8422,135,B,C,55,0,20,itunes
AU,8423,30,C,S,45,0,20,itunes
AU,8424,110,F,S,70,0.285714286,40,itunes
AU,8425,15,F,C,45,0,20,google
AU,8426,50,C,C,60,0.666666667,25,itunes
AU,8427,30,B,L,60,0,15,itunes
AU,8428,30,A,N,45,0,20,itunes
AU,8429,125,C,L,75,0,20,itunes
AU,8430,15,C,W,65,0,35,google
AU,8431,15,F,C,45,0,10,itunes
AU,8432,30,C,L,50,0,20,itunes
AU,8433,110,C,L,45,0.333333333,15,itunes
AU,8434,70,B,W,45,0,40,itunes
AU,8435,70,A,L,60,0,0,
AU,8436,55,F,C,75,0,20,itunes
AU,8437,50,F,L,60,0.333333333,15,itunes
AU,8438,105,F,W,75,0,20,itunes
AU,8439,80,F,W,65,0.846153846,25,itunes
AU,8440,160,B,C,60,0.25,30,itunes
AU,8441,110,F,T,75,0,15,itunes
AU,8442,75,C,N,60,0,20,itunes
AU,8443,50,G,N,55,0.272727273,0,google
AU,8444,95,F,N,60,0,15,google
AU,8445,230,B,C,45,0,20,itunes
AU,8446,15,C,N,60,0,10,itunes
AU,8447,20,F,L,45,0,20,google
AU,8448,15,A,C,55,0,20,itunes
AU,8449,70,A,L,50,0,30,itunes
AU,8450,30,C,T,60,0,20,itunes
AU,8451,95,B,L,45,0,20,itunes
AU,8452,180,G,T,60,0.25,0,
AU,8453,215,A,N,45,0.555555556,5,itunes
AU,8454,95,C,W,45,0.666666667,20,google
AU,8455,95,F,N,60,0.25,30,itunes
AU,8456,35,G,C,60,0.583333333,0,
AU,8457,55,A,L,80,0.0625,0,google
AU,8458,70,C,W,75,0,20,google
AU,8459,225,F,S,45,0,20,google
AU,8460,110,C,N,45,0,20,google
AU,8461,80,F,L,60,0,20,itunes
AU,8462,20,C,L,45,0,40,itunes
AU,8463,80,A,L,45,0.333333333,20,google
AU,8464,20,C,W,75,0,35,itunes
AU,8465,25,C,W,70,0,60,itunes
AU,8466,30,C,N,75,0,25,itunes
AU,8467,140,C,N,75,0,35,itunes
AU,8468,100,C,L,45,0,20,itunes
AU,8469,35,F,L,45,0,15,google
AU,8470,20,C,L,60,0,20,google
AU,8471,35,G,C,65,0,0,
AU,8472,125,F,W,55,0,25,itunes
AU,8473,60,B,L,50,0.3,15,itunes
AU,8474,20,F,S,45,0.333333333,15,itunes
AU,8475,170,B,S,45,0,0,itunes
AU,8476,20,C,L,60,0,20,google
AU,8477,15,F,N,75,0,5,itunes
AU,8478,145,A,L,55,0,0,
AU,8479,30,B,C,45,0,25,itunes
AU,8480,45,A,W,45,0.333333333,60,google
AU,8481,75,C,S,45,0,0,
AU,8482,40,A,C,45,0.222222222,5,itunes
AU,8483,115,B,W,75,0,20,itunes
AU,8484,35,C,C,45,0,35,itunes
AU,8485,40,C,W,60,0.333333333,30,itunes
AU,8486,55,F,N,45,0.666666667,25,itunes
AU,8487,15,C,L,45,0,15,itunes
AU,8488,15,B,W,60,0,15,itunes
AU,8489,65,C,L,60,0.25,20,itunes
AU,8490,75,F,N,60,0,5,itunes
AU,8491,75,C,C,70,0,0,itunes
AU,8492,110,C,N,75,0,0,
AU,8493,165,B,W,75,0,25,itunes
AU,8494,15,C,L,60,0.25,30,itunes
AU,8495,210,F,L,45,0,15,itunes
AU,8496,125,F,L,75,0,20,itunes
AU,8497,135,C,C,45,0,15,google
AU,8498,60,A,N,45,0.333333333,5,itunes
AU,8499,25,B,C,45,0,20,itunes
AU,8500,75,F,L,60,0,20,google
AU,8501,190,C,L,75,0.333333333,20,itunes
AU,8502,120,C,L,45,0,20,itunes
AU,8503,25,B,W,45,0,25,itunes
AU,8504,105,F,N,60,0.083333333,0,google
AU,8505,185,C,N,45,0,10,itunes
AU,8506,25,F,L,45,0,65,itunes
AU,8507,40,A,W,75,0,0,google
AU,8508,150,F,C,60,0,15,itunes
AU,8509,130,F,S,45,0,15,itunes
AU,8510,50,C,W,75,0.533333333,20,itunes
AU,8511,235,C,N,45,0,25,itunes
AU,8512,180,F,N,50,0,0,
AU,8513,90,A,W,45,0,30,google
AU,8514,25,F,C,50,0,15,google
AU,8515,15,A,N,60,0,0,
AU,8516,180,F,C,60,0,0,itunes
AU,8517,40,C,L,45,0,20,itunes
AU,8518,110,F,N,45,0,20,itunes
AU,8519,15,C,W,75,0,10,itunes
AU,8520,45,C,C,55,0,0,itunes
AU,8521,45,A,L,45,0.333333333,20,itunes
AU,8522,25,F,W,60,0,30,google
AU,8523,40,C,W,60,0,20,itunes
AU,8524,75,A,W,50,0,15,itunes
AU,8525,20,C,W,55,0,40,google
AU,8526,25,F,L,60,0.083333333,0,itunes
AU,8527,100,F,C,75,0.2,25,itunes
AU,8528,15,B,L,50,0,20,itunes
AU,8529,20,C,N,45,0,5,google
AU,8530,20,C,W,50,0.7,20,itunes
AU,8531,50,C,C,55,0,20,itunes
AU,8532,15,A,W,45,0,0,
AU,8533,30,G,S,55,0,35,itunes
AU,8534,75,F,W,65,0,15,itunes
AU,8535,25,F,C,45,0,55,itunes
AU,8536,110,C,C,60,0,20,itunes
AU,8537,95,A,C,60,0.083333333,20,itunes
AU,8538,50,F,C,75,0,30,google
AU,8539,25,C,S,75,0,20,itunes
AU,8540,80,F,S,45,0,0,
AU,8541,25,B,L,75,0,35,itunes
AU,8542,60,A,L,45,0,20,itunes
AU,8543,190,F,C,75,1,0,itunes
AU,8544,35,B,S,45,0,0,
AU,8545,40,A,N,45,0,5,itunes
AU,8546,240,C,C,60,0.25,25,itunes
AU,8547,15,C,W,45,0,0,
AU,8548,245,B,W,75,0,20,itunes
AU,8549,25,G,C,60,0,35,itunes
AU,8550,50,F,A,45,0,0,
AU,8551,55,C,W,45,0,10,itunes
AU,8552,135,B,W,75,0,20,itunes
AU,8553,40,A,W,45,0,15,itunes
AU,8554,20,A,N,60,0,20,google
AU,8555,125,C,N,45,0,15,itunes
AU,8556,245,F,W,75,0.266666667,30,itunes
AU,8557,25,B,C,45,0,15,itunes
AU,8558,60,G,W,75,0.333333333,20,google
AU,8559,55,F,C,45,0,20,itunes
AU,8560,30,C,L,75,0.6,0,
AU,8561,235,G,N,60,0,25,itunes
AU,8562,45,C,L,50,0,20,google
AU,8563,105,G,L,50,0,40,itunes
AU,8564,15,E,N,75,0,25,itunes
AU,8565,145,C,A,50,0,30,itunes
AU,8566,40,C,L,75,0,25,itunes
AU,8567,25,C,S,45,0,0,
AU,8568,45,A,S,45,0,20,google
AU,8569,15,F,S,65,0,0,
AU,8570,125,C,L,75,0,25,itunes
AU,8571,195,A,N,65,0.615384615,25,itunes
AU,8572,15,A,L,45,0.111111111,25,itunes
AU,8573,200,F,N,45,0,0,itunes
AU,8574,245,F,N,75,0,0,
AU,8575,250,F,C,60,0.333333333,0,itunes
AU,8576,150,B,N,45,0,25,itunes
AU,8577,220,B,N,45,0,0,itunes
AU,8578,20,C,C,45,0,15,google
AU,8579,140,C,C,45,0,10,itunes
AU,8580,15,F,N,60,0,20,itunes
AU,8581,235,A,W,75,0,25,itunes
AU,8582,30,C,L,60,0,10,itunes
AU,8583,35,F,C,60,0,25,itunes
AU,8584,265,F,L,60,0,20,itunes
AU,8585,125,F,N,50,0.3,40,itunes
AU,8586,30,A,N,75,0,0,
AU,8587,20,F,N,65,0,50,google
AU,8588,50,C,C,45,0,35,itunes
AU,8589,75,G,N,60,0.666666667,0,
AU,8590,25,F,L,70,0,30,itunes
AU,8591,170,F,N,60,0.166666667,10,itunes
AU,8592,30,F,N,45,0.111111111,25,google
AU,8593,90,F,L,75,0.333333333,15,itunes
AU,8594,265,F,N,70,0.357142857,20,itunes
AU,8595,20,F,L,60,0,25,itunes
AU,8596,20,A,C,55,0,20,itunes
AU,8597,15,F,N,45,0,15,itunes
AU,8598,55,B,N,75,0,0,
AU,8599,40,C,L,45,0,20,itunes
AU,8600,105,F,N,45,0.333333333,0,
AU,8601,175,A,N,60,0.333333333,20,itunes
AU,8602,40,F,L,60,0.333333333,20,itunes
AU,8603,35,C,C,60,0,0,
AU,8604,30,A,L,45,0,50,google
AU,8605,45,A,C,70,0,25,google
AU,8606,80,C,L,50,0,0,itunes
AU,8607,40,C,N,65,0.230769231,0,
AU,8608,130,A,C,60,0,15,itunes
AU,8609,220,A,C,60,0.333333333,30,itunes
AU,8610,45,F,S,60,0,0,
AU,8611,75,F,C,75,0,20,google
AU,8612,100,E,L,60,0,45,itunes
AU,8613,170,A,W,45,0,15,itunes
AU,8614,20,F,N,75,0,10,google
AU,8615,125,F,C,45,0.111111111,0,
AU,8616,25,C,N,55,0,0,google
AU,8617,25,B,L,45,0,0,
AU,8618,125,A,W,45,0,30,itunes
AU,8619,15,C,N,60,0.083333333,45,itunes
AU,8620,145,F,N,45,0,20,itunes
AU,8621,215,C,W,75,0,30,itunes
AU,8622,25,C,N,45,0,30,itunes
AU,8623,15,E,N,60,0.583333333,25,itunes
AU,8624,30,F,S,60,0,50,itunes
AU,8625,260,F,N,45,0,0,google
AU,8626,215,F,L,75,0,10,google
AU,8627,15,C,N,50,0,0,
AU,8628,210,C,N,45,0,20,itunes
AU,8629,45,A,L,60,0,10,google
AU,8630,70,F,C,45,0.333333333,20,itunes
AU,8631,50,A,N,60,0,5,google
AU,8632,15,F,S,45,0,0,
AU,8633,45,F,W,65,0,30,itunes
AU,8634,95,B,L,45,0.333333333,0,
AU,8635,55,F,W,60,0,20,itunes
AU,8636,15,C,L,60,0,140,itunes
